Fiscal Year,Business Unit,Journal Entry Number,Period,Effective Date,Source,GL Account Number,GL Account Name,Functional Amount,Functional Currency Code,JE Description,Preparer ID,Entry Date,JE Line Number,JE Line Description,User Defined Field 1,User Defined Field 2,User Defined Field 3
2024,Eddey Finance,10103,2024-05,2024-05-15,Investment,1200,Accounts Receivable,20531.6,EUR,Investment income,user5,2024-05-15 21:33:00,103,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10104,2024-12,2024-12-03,Investment,1500,Fixed Assets,7966.89,EUR,Asset depreciation,user3,2024-12-03 13:00:00,104,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10105,2024-09,2024-09-21,Investment,6100,Office Expenses,-28909.45,EUR,Bonus payout,user5,2024-09-21 09:07:00,105,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10106,2024-09,2024-09-05,Loan Payment,4000,Revenue,-40235.21,EUR,Year-end adjustment,user1,2024-09-05 05:04:00,106,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10107,2024-04,2024-04-01,Investment,1200,Accounts Receivable,15929.81,EUR,Investment income,admin,2024-04-01 10:02:00,107,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10108,2024-10,2024-10-11,Manual Entry,1300,Inventory,7146.54,EUR,Loan repayment,user5,2024-10-11 11:30:00,108,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10109,2024-02,2024-02-10,Loan Payment,5100,Direct Labor,10639.79,EUR,Customer refund,user1,2024-02-10 15:04:00,109,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10110,2024-01,2024-01-02,Tax,2000,Accounts Payable,19891.58,EUR,Employee salary payment,user1,2024-01-02 15:31:00,110,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10111,2025-02,2025-02-25,Investment,5200,Manufacturing Overhead,-45811.77,EUR,Bonus payout,user4,2025-02-25 07:19:00,111,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10112,2025-03,2025-03-04,Adjustment,5200,Manufacturing Overhead,25050.9,EUR,Investment income,user4,2025-03-04 20:36:00,112,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10113,2024-11,2024-11-28,Manual Entry,8000,Tax Expense,8606.75,EUR,Bonus payout,admin,2024-11-28 13:37:00,113,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10114,2024-12,2024-12-20,Manual Entry,6200,Depreciation Expense,14309.89,EUR,Investment income,user3,2024-12-20 12:11:00,114,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10115,2024-07,2024-07-27,Loan Payment,6000,Salaries Expense,-47652.77,EUR,Supplier payment,user3,2024-07-27 12:16:00,115,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10116,2024-09,2024-09-27,Depreciation,4000,Revenue,21006.17,EUR,Customer refund,user4,2024-09-27 09:32:00,116,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10117,2025-01,2025-01-13,Payroll,4000,Revenue,36668.54,EUR,Supplier payment,user2,2025-01-13 16:20:00,117,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10118,2024-07,2024-07-27,Sales,7000,Interest Expense,-20092.05,EUR,Monthly sales revenue,user1,2024-07-27 14:25:00,118,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10119,2024-11,2024-11-16,Sales,3000,Owner's Equity,-37856.13,EUR,Supplier payment,user2,2024-11-16 21:24:00,119,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10120,2024-08,2024-08-10,Sales,5100,Direct Labor,2374.54,EUR,Year-end adjustment,user2,2024-08-10 17:42:00,120,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10121,2024-10,2024-10-19,Manual Entry,8000,Tax Expense,-31439.09,EUR,Intercompany transaction,user5,2024-10-19 10:00:00,121,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10122,2024-12,2024-12-23,Manual Entry,1400,Prepaid Expenses,-961.2,EUR,Employee salary payment,user1,2024-12-23 03:00:00,122,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10123,2025-03,2025-03-28,Investment,1500,Fixed Assets,-38187.2,EUR,Intercompany transaction,admin,2025-03-28 04:51:00,123,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10124,2024-02,2024-02-02,Investment,1200,Accounts Receivable,-14869.39,EUR,Supplier payment,user5,2024-02-02 10:54:00,124,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10125,2024-08,2024-08-16,Adjustment,2000,Accounts Payable,-36852.84,EUR,Customer refund,user5,2024-08-16 09:13:00,125,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10126,2024-09,2024-09-22,Manual Entry,2100,Accrued Expenses,-9171.52,EUR,Year-end adjustment,user1,2024-09-22 14:23:00,126,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10127,2024-06,2024-06-13,Loan Payment,1300,Inventory,-1206.4,EUR,Intercompany transaction,user5,2024-06-13 01:01:00,127,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10128,2025-01,2025-01-23,Investment,2000,Accounts Payable,45860.05,EUR,Customer refund,user3,2025-01-23 18:50:00,128,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10129,2024-09,2024-09-20,Purchase,6200,Depreciation Expense,-49615.24,EUR,Tax payment,user5,2024-09-20 00:16:00,129,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10130,2024-06,2024-06-07,Depreciation,1400,Prepaid Expenses,-32132.38,EUR,Asset depreciation,user1,2024-06-07 17:13:00,130,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10131,2024-08,2024-08-20,Adjustment,7000,Interest Expense,-3209.06,EUR,Investment income,user2,2024-08-20 10:42:00,131,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10132,2024-06,2024-06-13,Purchase,5200,Manufacturing Overhead,19097.75,EUR,Supplier payment,user1,2024-06-13 17:31:00,132,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10133,2024-04,2024-04-14,Loan Payment,3000,Owner's Equity,-39676.71,EUR,Supplier payment,user1,2024-04-14 06:45:00,133,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10134,2025-02,2025-02-16,Manual Entry,1000,Cash,28184.89,EUR,Year-end adjustment,user5,2025-02-16 23:01:00,134,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10135,2024-10,2024-10-26,Adjustment,2100,Accrued Expenses,43267.91,EUR,Investment income,user2,2024-10-26 12:53:00,135,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10136,2024-06,2024-06-07,Payroll,1000,Cash,37941.76,EUR,Loan repayment,user2,2024-06-07 19:05:00,136,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10137,2024-06,2024-06-18,Payroll,6000,Salaries Expense,44561.74,EUR,Intercompany transaction,user5,2024-06-18 20:34:00,137,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10138,2024-01,2024-01-19,Loan Payment,1300,Inventory,-25261.34,EUR,Bonus payout,admin,2024-01-19 23:02:00,138,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10139,2025-03,2025-03-03,Payroll,1400,Prepaid Expenses,-14941.22,EUR,Monthly sales revenue,user5,2025-03-03 20:25:00,139,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10140,2024-10,2024-10-09,Manual Entry,5100,Direct Labor,-45585.78,EUR,Bonus payout,user2,2024-10-09 06:56:00,140,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10141,2024-03,2024-03-21,Tax,2100,Accrued Expenses,-6838.4,EUR,Intercompany transaction,user2,2024-03-21 20:59:00,141,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10142,2024-04,2024-04-19,Payroll,4100,Other Income,36806.46,EUR,Tax payment,user4,2024-04-19 06:36:00,142,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10143,2024-06,2024-06-23,Loan Payment,6100,Office Expenses,28241.57,EUR,Asset depreciation,admin,2024-06-23 17:23:00,143,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10144,2024-07,2024-07-06,Adjustment,6100,Office Expenses,-22927.61,EUR,Tax payment,user3,2024-07-06 03:46:00,144,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10145,2024-07,2024-07-07,Payroll,5000,Cost of Goods Sold,47082.28,EUR,Year-end adjustment,user2,2024-07-07 21:17:00,145,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10146,2024-08,2024-08-30,Payroll,7000,Interest Expense,16704.4,EUR,Year-end adjustment,user2,2024-08-30 01:57:00,146,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10147,2024-02,2024-02-22,Tax,2000,Accounts Payable,-28824.88,EUR,Bonus payout,user3,2024-02-22 18:26:00,147,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,10148,2024-05,2024-05-23,Sales,6100,Office Expenses,14886.29,EUR,Manual correction entry,user2,2024-05-23 19:00:00,148,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
